sensorid,timestamp,temperature_from_humidity,temperature_from_pressure,humidity,pressure
1984,2022-03-01T21:27:11,42.44458770751953,40.056251525878906,19.991371154785156,1019.9814453125
1984,2022-03-01T21:27:13,42.369476318359375,40.05833435058594,19.67393684387207,1019.986083984375
1984,2022-03-01T21:27:15,42.50092315673828,40.06666564941406,19.686634063720703,1019.99755859375
1984,2022-03-01T21:27:17,42.51969909667969,40.06666564941406,19.59775161743164,1019.968994140625
1984,2022-03-01T21:27:19,42.50092315673828,40.06666564941406,19.7882137298584,1019.9697265625
1984,2022-03-01T21:27:21,42.425811767578125,40.06666564941406,19.842178344726562,1019.98388671875
1984,2022-03-01T21:27:23,42.51969909667969,40.068748474121094,19.950103759765625,1019.95703125
1984,2022-03-01T21:27:25,42.48214340209961,40.06666564941406,19.91201400756836,1019.963623046875
1984,2022-03-01T21:27:27,42.425811767578125,40.06666564941406,19.62314796447754,1019.935791015625
1984,2022-03-01T21:27:29,42.44458770751953,40.07083511352539,19.645366668701172,1019.973388671875
1984,2022-03-01T21:27:31,42.38825225830078,40.0625,20.026288986206055,1019.977783203125
1984,2022-03-01T21:27:33,42.50092315673828,40.07083511352539,19.769168853759766,1019.979248046875
1984,2022-03-01T21:27:35,42.38825225830078,40.07083511352539,19.819957733154297,1019.957275390625
1984,2022-03-01T21:27:37,42.46336364746094,40.06041717529297,19.740598678588867,1019.97607421875
1984,2022-03-01T21:27:39,42.48214340209961,40.06458282470703,19.731075286865234,1019.968505859375
1984,2022-03-01T21:27:41,42.369476318359375,40.068748474121094,20.17865753173828,1019.982421875
1984,2022-03-01T21:27:43,42.38825225830078,40.07500076293945,19.940582275390625,1019.948974609375
1984,2022-03-01T21:27:45,42.38825225830078,40.0625,20.394512176513672,1019.963623046875
1984,2022-03-01T21:27:47,42.48214340209961,40.068748474121094,19.727901458740234,1019.979736328125
1984,2022-03-01T21:27:49,42.44458770751953,40.06666564941406,19.7215518951416,1019.972900390625
1984,2022-03-01T21:27:51,42.425811767578125,40.068748474121094,19.775516510009766,1019.978759765625
1984,2022-03-01T21:27:53,42.44458770751953,40.06458282470703,19.70250701904297,1019.968994140625
1984,2022-03-01T21:27:55,42.369476318359375,40.06041717529297,19.95962905883789,1019.971435546875
1984,2022-03-01T21:27:57,42.538475036621094,40.07083511352539,19.994544982910156,1019.972900390625
1984,2022-03-01T21:27:59,42.425811767578125,40.07291793823242,19.927885055541992,1019.998046875
1984,2022-03-01T21:28:01,42.425811767578125,40.068748474121094,20.118345260620117,1019.95703125
1984,2022-03-01T21:28:03,42.48214340209961,40.07083511352539,19.858049392700195,1019.95751953125
1984,2022-03-01T21:28:05,42.369476318359375,40.068748474121094,19.67393684387207,1019.94091796875
1984,2022-03-01T21:28:07,42.50092315673828,40.0625,19.79773712158203,1019.958740234375
1984,2022-03-01T21:28:09,42.44458770751953,40.07083511352539,19.819957733154297,1019.9306640625
1984,2022-03-01T21:28:11,42.35070037841797,40.07291793823242,20.118345260620117,1019.95458984375
1984,2022-03-01T21:28:13,42.369476318359375,40.06666564941406,19.642192840576172,1019.937744140625
1984,2022-03-01T21:28:15,42.31314468383789,40.06458282470703,19.7564697265625,1019.94482421875
1984,2022-03-01T21:28:17,42.425811767578125,40.06666564941406,20.013591766357422,1019.96728515625
1984,2022-03-01T21:28:19,42.425811767578125,40.068748474121094,19.7183780670166,1019.9619140625
1984,2022-03-01T21:28:21,42.46336364746094,40.0625,19.69933319091797,1019.950927734375
1984,2022-03-01T21:28:23,42.425811767578125,40.06458282470703,19.683460235595703,1019.93994140625
1984,2022-03-01T21:28:25,42.35070037841797,40.06666564941406,19.80408477783203,1019.94482421875
1984,2022-03-01T21:28:27,42.46336364746094,40.06458282470703,19.667587280273438,1019.94970703125
1984,2022-03-01T21:28:29,42.40703201293945,40.06666564941406,20.105648040771484,1019.935302734375
1984,2022-03-01T21:28:31,42.51969909667969,40.05416488647461,19.95962905883789,1019.95849609375
1984,2022-03-01T21:28:33,42.425811767578125,40.05208206176758,19.953279495239258,1019.965087890625
1984,2022-03-01T21:28:35,42.38825225830078,40.07291793823242,19.823131561279297,1019.96044921875
1984,2022-03-01T21:28:37,42.51969909667969,40.068748474121094,20.058032989501953,1019.933837890625
1984,2022-03-01T21:28:39,42.425811767578125,40.07083511352539,19.740598678588867,1019.95068359375
1984,2022-03-01T21:28:41,42.425811767578125,40.06041717529297,19.7183780670166,1019.949462890625
1984,2022-03-01T21:28:43,42.425811767578125,40.0625,19.937408447265625,1019.9462890625
1984,2022-03-01T21:28:45,42.48214340209961,40.07083511352539,19.569183349609375,1019.941162109375
1984,2022-03-01T21:28:47,42.27558898925781,40.0625,19.772342681884766,1019.9580078125
1984,2022-03-01T21:28:49,42.50092315673828,40.06666564941406,19.604101181030273,1019.93212890625
1984,2022-03-01T21:28:51,42.38825225830078,40.056251525878906,19.819957733154297,1019.9228515625
1984,2022-03-01T21:28:53,42.27558898925781,40.05833435058594,19.813608169555664,1019.935302734375
1984,2022-03-01T21:28:55,42.50092315673828,40.06666564941406,19.70250701904297,1019.932373046875
1984,2022-03-01T21:28:57,42.44458770751953,40.0625,19.810434341430664,1019.960693359375
1984,2022-03-01T21:28:59,42.29436492919922,40.06458282470703,19.67076301574707,1019.94677734375
1984,2022-03-01T21:29:01,42.48214340209961,40.068748474121094,19.677112579345703,1019.953857421875
1984,2022-03-01T21:29:03,42.40703201293945,40.06458282470703,19.79456329345703,1019.952880859375
1984,2022-03-01T21:29:05,42.35070037841797,40.07291793823242,18.134380340576172,1019.955810546875
1984,2022-03-01T21:29:07,42.5572509765625,40.0625,19.91836166381836,1019.927734375
1984,2022-03-01T21:29:09,42.46336364746094,40.06458282470703,19.7469482421875,1019.92822265625
1984,2022-03-01T21:29:11,42.33192443847656,40.06666564941406,19.639019012451172,1019.9462890625